ID_P,Data,Settimana,Squadra_C,Squadra_T,Possesso_C,Possesso_T
2060316,2015-09-20,4,8524,9876,63,37
2060317,2015-09-20,4,9857,9891,36,64
2060318,2015-09-20,4,208931,8535,25,75
2060319,2015-09-20,4,8533,8636,38,62
2060320,2015-09-20,4,10233,9885,56,44
2060321,2015-09-19,4,8564,8540,61,39
2060322,2015-09-20,4,9875,8543,68,32
2060323,2015-09-20,4,8686,7943,49,51
2060324,2015-09-20,4,9804,9882,77,23
2060325,2015-09-19,4,8600,8534,50,50
2060326,2016-02-03,23,9876,8524,39,61
2060327,2016-02-03,23,9891,9857,57,43
2060328,2016-02-03,23,8535,208931,76,24
2060329,2016-02-03,23,8636,8533,70,30
2060330,2016-02-03,23,9885,10233,66,34
2060331,2016-02-03,23,8540,8564,40,60
2060332,2016-02-03,23,8543,9875,41,59
2060333,2016-02-02,23,7943,8686,33,67
2060334,2016-02-03,23,9882,9804,52,48
2060335,2016-02-03,23,8534,8600,68,32
2060336,2015-09-23,5,208931,9875,32,68
2060337,2015-09-23,5,8533,9804,31,69
2060338,2015-09-24,5,8534,8524,48,52
2060339,2015-09-23,5,8535,9857,68,32
2060340,2015-09-23,5,8636,9876,61,39
2060341,2015-09-23,5,9885,9891,67,33
2060342,2015-09-23,5,8543,10233,50,50
2060343,2015-09-23,5,8540,7943,49,51
2060344,2015-09-23,5,9882,8686,39,61
2060345,2015-09-22,5,8600,8564,48,52
2060346,2016-02-07,24,9875,208931,82,18
2060347,2016-02-07,24,9804,8533,44,56
2060348,2016-02-07,24,8524,8534,56,44
2060349,2016-02-06,24,9857,8535,33,67
2060350,2016-02-07,24,9876,8636,30,70
2060351,2016-02-07,24,9891,9885,40,60
2060352,2016-02-06,24,10233,8543,52,48
2060353,2016-02-07,24,7943,8540,62,38
2060354,2016-02-07,24,8686,9882,70,30
2060355,2016-02-07,24,8564,8600,54,46
2060364,2015-09-28,6,8524,9882,45,55
2060365,2015-09-27,6,9857,8600,49,51
2060366,2015-09-28,6,9891,8534,45,55
2060367,2015-09-27,6,10233,8564,44,56
2060368,2015-09-27,6,9876,8543,38,62
2060369,2015-09-27,6,8636,8535,49,51
2060370,2015-09-26,6,9875,9885,53,47
2060371,2015-09-26,6,8686,208931,74,26
2060372,2015-09-27,6,7943,8533,44,56
2060373,2015-09-27,6,9804,8540,55,45
2060374,2016-02-14,25,9882,8524,59,41
2060375,2016-02-14,25,8600,9857,48,52
2060376,2016-02-13,25,8534,9891,70,30
2060377,2016-02-14,25,8564,10233,50,50
2060378,2016-02-11,25,8543,9876,65,35
2060379,2016-02-14,25,8535,8636,60,40
2060380,2016-02-13,25,9885,9875,46,54
2060381,2016-02-12,25,208931,8686,32,68
2060382,2016-02-13,25,8533,7943,36,64
2060383,2016-02-14,25,8540,9804,43,57
2060384,2015-10-03,7,208931,9804,57,43
2060385,2015-10-03,7,8533,9876,54,46
2060386,2015-10-04,7,8534,7943,62,38
2060387,2015-10-04,7,8535,8524,62,38
2060388,2015-10-04,7,9885,9857,61,39
2060389,2015-10-04,7,8543,9891,67,33
2060390,2015-10-04,7,8564,9875,48,52
2060391,2015-10-04,7,8540,8686,47,53
2060392,2015-10-04,7,9882,8636,43,57
2060393,2015-10-04,7,8600,10233,41,59
2060394,2016-02-21,26,9804,208931,57,43
2060395,2016-02-20,26,9876,8533,47,53
2060396,2016-02-21,26,7943,8534,43,57
2060397,2016-02-21,26,8524,8535,54,46
2060398,2016-02-19,26,9857,9885,47,53
2060399,2016-02-21,26,9891,8543,44,56
2060400,2016-02-22,26,9875,8564,69,31
2060401,2016-02-21,26,8686,8540,62,38
2060402,2016-02-20,26,8636,9882,40,60
2060403,2016-02-21,26,10233,8600,60,40
2060404,2015-10-18,8,8524,208931,58,42
2060405,2015-10-18,8,9857,8540,52,48
2060406,2015-10-18,8,9891,9882,37,63
2060407,2015-10-18,8,10233,8533,58,42
2060408,2015-10-18,8,9876,8600,60,40
2060409,2015-10-18,8,8636,9885,54,46
2060410,2015-10-18,8,9875,8535,46,54
2060411,2015-10-17,8,8686,8534,58,42
2060412,2015-10-18,8,7943,8543,41,59
2060413,2015-10-17,8,9804,8564,38,62
2060414,2016-02-28,27,208931,8524,43,57
2060415,2016-02-28,27,8540,9857,59,41
2060416,2016-02-28,27,9882,9891,54,46
2060417,2016-02-28,27,8533,10233,47,53
2060418,2016-02-28,27,8600,9876,68,32
2060419,2016-02-28,27,9885,8636,48,52
2060420,2016-02-29,27,8535,9875,48,52
2060421,2016-02-27,27,8534,8686,41,59
2060422,2016-02-29,27,8543,7943,63,37
2060423,2016-02-27,27,8564,9804,61,39
2060424,2015-10-24,9,208931,9857,56,44
2060425,2015-10-25,9,8533,9875,24,76
2060426,2015-10-24,9,8534,10233,50,50
2060427,2015-10-25,9,8535,8686,62,38
2060428,2015-10-25,9,9885,8524,70,30
2060429,2015-10-25,9,8543,9804,53,47
2060430,2015-10-25,9,8564,7943,47,53
2060431,2015-10-24,9,8540,8636,49,51
2060432,2015-10-25,9,9882,9876,35,65
2060433,2015-10-25,9,8600,9891,58,42
2060434,2016-03-06,28,9857,208931,68,32
2060435,2016-03-05,28,9875,8533,80,20
2060436,2016-03-06,28,10233,8534,56,44
2060437,2016-03-04,28,8686,8535,61,39
2060438,2016-03-06,28,8524,9885,24,76
2060439,2016-03-06,28,9804,8543,43,57
2060440,2016-03-06,28,7943,8564,54,46
2060441,2016-03-06,28,8636,8540,70,30
2060442,2016-03-05,28,9876,9882,48,52
2060443,2016-03-06,28,9891,8600,58,42
2060444,2015-10-28,10,8524,8543,45,55
2060445,2015-10-27,10,9857,8636,49,51
2060446,2015-10-28,10,9891,208931,57,43
2060447,2015-10-28,10,9876,8535,25,75
2060448,2015-10-28,10,8564,8533,62,38
2060449,2015-10-28,10,9875,8540,74,26
2060450,2015-10-28,10,8686,8600,55,45
2060451,2015-10-29,10,9882,8534,63,37
2060452,2015-10-28,10,7943,9885,49,51
2060453,2015-10-28,10,9804,10233,52,48
2060454,2016-03-13,29,8543,8524,52,48
2060455,2016-03-12,29,8636,9857,67,33
2060456,2016-03-13,29,208931,9891,40,60
2060457,2016-03-13,29,8535,9876,56,44
2060458,2016-03-13,29,8533,8564,46,54
2060459,2016-03-13,29,8540,9875,29,71
2060460,2016-03-13,29,8600,8686,39,61
2060461,2016-03-12,29,8534,9882,63,37
2060462,2016-03-11,29,9885,7943,54,46
2060463,2016-03-13,29,10233,9804,51,49
2060464,2015-11-01,11,9857,8524,56,44
2060465,2015-11-01,11,208931,9876,46,54
2060466,2015-11-02,11,8533,9882,48,52
2060467,2015-11-01,11,8535,9891,75,25
2060468,2015-11-01,11,10233,9875,47,53
2060469,2015-10-31,11,8636,8686,46,54
2060470,2015-10-31,11,9885,9804,53,47
2060471,2015-11-01,11,8543,8564,59,41
2060472,2015-11-02,11,8540,8534,49,51
2060473,2015-11-01,11,8600,7943,50,50
2060474,2016-03-20,30,8524,9857,47,53
2060475,2016-03-20,30,9876,208931,57,43
2060476,2016-03-20,30,9882,8533,59,41
2060477,2016-03-20,30,9891,8535,31,69
2060478,2016-03-20,30,9875,10233,68,32
2060479,2016-03-19,30,8686,8636,56,44
2060480,2016-03-20,30,9804,9885,43,57
2060481,2016-03-20,30,8564,8543,48,52
2060482,2016-03-19,30,8534,8540,56,44
2060483,2016-03-20,30,7943,8600,58,42
2060484,2015-11-08,12,8534,9885,44,56
2060485,2015-11-08,12,9891,10233,39,61
2060486,2015-11-07,12,9876,9857,52,48
2060487,2015-11-07,12,8564,8524,55,45
2060488,2015-11-08,12,9875,8600,62,38
2060489,2015-11-08,12,8540,8533,57,43
2060490,2015-11-08,12,8686,8543,63,37
2060491,2015-11-08,12,9882,8535,33,67
2060492,2015-11-08,12,7943,208931,66,34
2060493,2015-11-08,12,9804,8636,38,62
2060494,2016-04-02,31,9885,8534,48,52
2060495,2016-04-03,31,10233,9891,51,49
2060496,2016-04-04,31,9857,9876,57,43
2060497,2016-04-03,31,8524,8564,54,46
2060498,2016-04-03,31,8600,9875,41,59
2060499,2016-04-03,31,8533,8540,53,47
2060500,2016-04-03,31,8543,8686,36,64
2060501,2016-04-03,31,8535,9882,60,40
2060502,2016-04-02,31,208931,7943,33,67
2060503,2016-04-03,31,8636,9804,65,35
2060504,2015-11-22,13,8524,9804,58,42
2060505,2015-11-21,13,9857,8686,46,54
2060506,2015-11-22,13,208931,8533,41,59
2060507,2015-11-22,13,8535,8534,61,39
2060508,2015-11-22,13,10233,7943,48,52
2060509,2015-11-22,13,9876,9875,26,74
2060510,2015-11-22,13,8636,9891,65,35
2060511,2015-11-21,13,9885,8564,58,42
2060512,2015-11-22,13,8543,8540,59,41
2060513,2015-11-22,13,8600,9882,39,61
2060514,2016-04-10,32,9804,8524,48,52
2060515,2016-04-11,32,8686,9857,67,33
2060516,2016-04-09,32,8533,208931,66,34
2060517,2016-04-10,32,8534,8535,37,63
2060518,2016-04-09,32,7943,10233,54,46
2060519,2016-04-10,32,9875,9876,59,41
2060520,2016-04-09,32,9891,8636,35,65
2060521,2016-04-09,32,8564,9885,48,52
2060522,2016-04-10,32,8540,8543,45,55
2060523,2016-04-10,32,9882,8600,45,55
2060524,2015-11-29,14,8533,8600,49,51
2060525,2015-11-29,14,8534,8543,50,50
2060526,2015-11-29,14,9891,9876,58,42
2060527,2015-11-29,14,10233,208931,63,37
2060528,2015-11-28,14,8564,9882,53,47
2060529,2015-11-30,14,9875,8636,58,42
2060530,2015-11-29,14,8540,9885,32,68
2060531,2015-11-29,14,8686,8524,56,44
2060532,2015-11-30,14,7943,8535,57,43
2060533,2015-11-28,14,9804,9857,71,29
2060534,2016-04-17,33,8600,8533,44,56
2060535,2016-04-17,33,8543,8534,54,46
2060536,2016-04-17,33,9876,9891,56,44
2060537,2016-04-16,33,208931,10233,48,52
2060538,2016-04-17,33,9882,8564,33,67
2060539,2016-04-16,33,8636,9875,31,69
2060540,2016-04-17,33,9885,8540,77,23
2060541,2016-04-17,33,8524,8686,40,60
2060542,2016-04-17,33,8535,7943,62,38
2060543,2016-04-16,33,9857,9804,59,41
2060544,2015-12-06,15,8524,8540,48,52
2060545,2015-12-06,15,9857,9875,35,65
2060546,2015-12-06,15,208931,8564,51,49
2060547,2015-12-06,15,8535,8600,65,35
2060548,2015-12-06,15,9891,8533,59,41
2060549,2015-12-06,15,9876,8534,53,47
2060550,2015-12-05,15,8636,10233,68,32
2060551,2015-12-04,15,8543,9885,64,36
2060552,2015-12-06,15,9882,7943,57,43
2060553,2015-12-05,15,9804,8686,47,53
2060554,2016-04-20,34,8540,8524,48,52
2060555,2016-04-19,34,9875,9857,65,35
2060556,2016-04-21,34,8564,208931,81,19
2060557,2016-04-20,34,8600,8535,24,76
2060558,2016-04-20,34,8533,9891,52,48
2060559,2016-04-20,34,8534,9876,66,34
2060560,2016-04-20,34,10233,8636,44,56
2060561,2016-04-20,34,9885,8543,40,60
2060562,2016-04-20,34,7943,9882,56,44
2060563,2016-04-20,34,8686,9804,49,51
2060564,2015-12-13,16,8533,8524,44,56
2060565,2015-12-13,16,8534,208931,67,33
2060566,2015-12-12,16,10233,9857,69,31
2060567,2015-12-13,16,9885,8535,36,64
2060568,2015-12-14,16,8543,9882,63,37
2060569,2015-12-13,16,8564,9876,50,50
2060570,2015-12-13,16,9875,8686,54,46
2060571,2015-12-12,16,8540,9891,55,45
2060572,2016-01-20,16,7943,9804,61,39
2060573,2015-12-12,16,8600,8636,61,39
2060574,2016-04-24,35,8524,8533,52,48
2060575,2016-04-25,35,208931,8534,37,63
2060576,2016-04-24,35,9857,10233,51,49
2060577,2016-04-24,35,8535,9885,45,55
2060578,2016-04-24,35,9882,8543,44,56
2060579,2016-04-25,35,9876,8564,35,65
2060580,2016-04-25,35,8686,9875,54,46
2060581,2016-04-24,35,9891,8540,47,53
2060582,2016-04-24,35,9804,7943,42,58
2060583,2016-04-23,35,8636,8600,65,35
2060584,2015-12-20,17,8524,9875,43,57
2060585,2015-12-19,17,9857,8534,42,58
2060586,2015-12-20,17,208931,9885,27,73
2060587,2015-12-20,17,8535,8533,74,26
2060588,2015-12-20,17,9891,8564,27,73
2060589,2015-12-20,17,9876,7943,45,55
2060590,2015-12-20,17,8636,8543,61,39
2060591,2015-12-20,17,8686,10233,67,33
2060592,2015-12-20,17,9882,8540,64,36
2060593,2015-12-20,17,9804,8600,34,66
2060594,2016-05-02,36,9875,8524,52,48
2060595,2016-05-01,36,8534,9857,60,40
2060596,2016-05-01,36,9885,208931,78,22
2060597,2016-04-30,36,8533,8535,55,45
2060598,2016-05-01,36,8564,9891,58,42
2060599,2016-05-01,36,7943,9876,61,39
2060600,2016-05-01,36,8543,8636,48,52
2060601,2016-05-02,36,10233,8686,44,56
2060602,2016-05-01,36,8540,9882,42,58
2060603,2016-04-30,36,8600,9804,38,62
2060605,2016-01-06,18,8533,8686,68,32
2060606,2016-01-06,18,8534,8636,50,50
2060607,2016-01-05,18,10233,9882,53,47
2060608,2016-01-06,18,9885,9876,53,47
2060609,2016-01-06,18,8543,208931,68,32
2060610,2016-01-06,18,8564,9857,51,49
2060611,2016-01-06,18,9875,9804,56,44
2060612,2016-01-06,18,8540,8535,37,63
2060613,2016-01-06,18,7943,9891,63,37
2060614,2016-01-06,18,8600,8524,46,54
2060615,2016-05-08,37,8686,8533,68,32
2060616,2016-05-07,37,8636,8534,54,46
2060617,2016-05-08,37,9882,10233,61,39
2060618,2016-05-08,37,9876,9885,46,54
2060619,2016-05-08,37,208931,8543,39,61
2060620,2016-05-07,37,9857,8564,43,57
2060621,2016-05-08,37,9804,9875,30,70
2060622,2016-05-08,37,8535,8540,70,30
2060623,2016-05-08,37,9891,7943,43,57
2060624,2016-05-08,37,8524,8600,68,32
2060626,2016-01-10,19,8524,10233,64,36
2060627,2016-01-10,19,9857,8533,48,52
2060628,2016-01-09,19,208931,8600,59,41
2060629,2016-01-09,19,8535,8543,64,36
2060630,2016-01-10,19,9891,9875,30,70
2060631,2016-01-10,19,9876,8540,58,42
2060632,2016-01-10,19,8636,7943,59,41
2060633,2016-01-09,19,8686,8564,46,54
2060634,2016-01-10,19,9882,9885,42,58
2060635,2016-01-10,19,9804,8534,60,40
2060636,2016-05-15,38,10233,8524,60,40
2060637,2016-05-15,38,8533,9857,50,50
2060638,2016-05-15,38,8600,208931,68,32
2060639,2016-05-15,38,8543,8535,45,55
2060640,2016-05-14,38,9875,9891,74,26
2060641,2016-05-15,38,8540,9876,36,64
2060642,2016-05-14,38,7943,8636,42,58
2060643,2016-05-14,38,8564,8686,40,60
2060644,2016-05-14,38,9885,9882,77,23
2060645,2016-05-15,38,8534,9804,46,54
2118418,2015-11-04,9,9831,9830,65,35
